,local time,open,high,low,close,volume,previous_day_close,previous_day_high,previous_day_low,premarket_high,premarket_low,tic,date,day,hour,boll_ub,boll_lb,close_50_sma,close_200_sma,close_9_ema,close_20_ema,vwap
0,2011-06-30 09:30:00,5.7,5.72,5.7,5.702000000000001,256620.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:30:00,3,9.5,,,5.702000000000001,5.702000000000001,5.702000000000001,5.702000000000001,5.707333333333334
1,2011-06-30 09:31:00,5.707999999999999,5.734,5.7,5.724,65105.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:31:00,3,9.516666666666667,5.744112698372207,5.6818873016277935,5.712999999999999,5.712999999999999,5.714222222222222,5.7135500000000015,5.709761680524258
2,2011-06-30 09:32:00,5.732,5.732,5.7,5.722,16000.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:32:00,3,9.533333333333333,5.740331050121193,5.691668949878807,5.716,5.716,5.717409836065574,5.716652789342215,5.710151977693885
3,2011-06-30 09:33:00,5.722,5.722,5.718,5.718,6500.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:33:00,3,9.55,5.736466638842495,5.696533361157504,5.7165,5.7165,5.717609756097563,5.717041708229427,5.710325349214419
4,2011-06-30 09:34:00,5.716,5.716,5.712000000000001,5.7139999999999995,17000.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:34:00,3,9.566666666666666,5.733435595774162,5.698564404225838,5.716,5.716,5.7165359352689205,5.7163059448931035,5.710498285925209
5,2011-06-30 09:35:00,5.716,5.718,5.712000000000001,5.712000000000001,20000.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:35:00,3,9.583333333333334,5.731266527196042,5.699400139470623,5.715333333333334,5.715333333333334,5.71530644461792,5.71539758720504,5.71757845458315
6,2011-06-30 09:36:00,5.712000000000001,5.712000000000001,5.707999999999999,5.707999999999999,11000.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:36:00,3,9.6,5.729851243967858,5.6987201846035695,5.7142857142857135,5.7142857142857135,5.71345737840333,5.713998886568241,5.714671394799055
7,2011-06-30 09:37:00,5.707999999999999,5.707999999999999,5.702000000000001,5.706,20650.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:37:00,3,9.616666666666667,5.7288063491861045,5.697693650813896,5.71325,5.71325,5.711665230136977,5.712616238832196,5.711396762031492
8,2011-06-30 09:38:00,5.7062,5.7062,5.694,5.694,62305.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:38:00,3,9.633333333333333,5.730513287392252,5.691708934829972,5.711111111111111,5.711111111111111,5.707584474337678,5.7096301030945416,5.7046607129675575
9,2011-06-30 09:39:00,5.682,5.69,5.68,5.684,8500.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:39:00,3,9.65,5.7334723397835585,5.683327660216441,5.7084,5.7084,5.702300183009182,5.705770431649097,5.701976320553127
10,2011-06-30 09:40:00,5.682,5.692,5.682,5.692,9850.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:40:00,3,9.666666666666666,5.732668819874351,5.681149361943832,5.706909090909091,5.706909090909091,5.7000465618213605,5.703805489855781,5.698667708472463
11,2011-06-30 09:41:00,5.69,5.702000000000001,5.684,5.702000000000001,35000.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:41:00,3,9.683333333333334,5.7312239302553785,5.6817760697446245,5.706500000000001,5.706500000000001,5.700466078418097,5.703559531304357,5.6971219715588814
12,2011-06-30 09:42:00,5.71,5.726,5.706,5.716,24500.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:42:00,3,9.7,5.731481595280672,5.682979943180867,5.70723076923077,5.70723076923077,5.7037535959205,5.705187541177112,5.699212136563092
13,2011-06-30 09:43:00,5.7139999999999995,5.726,5.7139999999999995,5.726,14500.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:43:00,3,9.716666666666667,5.733939055254201,5.6832038018886575,5.708571428571429,5.708571428571429,5.708407560252322,5.707817450443021,5.703562894784336
14,2011-06-30 09:44:00,5.724,5.73,5.716,5.716,39355.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:44:00,3,9.733333333333333,5.7338106895139465,5.684322643819388,5.709066666666668,5.709066666666668,5.709981423595336,5.708820205946933,5.710329964963544
15,2011-06-30 09:45:00,5.72,5.746,5.718,5.746,19795.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:45:00,3,9.75,5.741582063191688,5.681167936808312,5.711375,5.711375,5.717393778107642,5.713255392509862,5.715847940918764
16,2011-06-30 09:46:00,5.74,5.747999999999999,5.736000000000001,5.747999999999999,23855.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:46:00,3,9.766666666666667,5.747750148512026,5.679308675017384,5.713529411764705,5.713529411764705,5.723656035997612,5.717302737748423,5.727046213952981
17,2011-06-30 09:47:00,5.74,5.747999999999999,5.736000000000001,5.747999999999999,23855.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:47:00,3,9.783333333333333,5.7524068878461225,5.6784820010427675,5.7154444444444445,5.7154444444444445,5.7286141461705995,5.720804206608858,5.732608712370907
18,2011-06-30 09:48:00,5.742000000000001,5.75,5.74,5.74,21750.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:48:00,3,9.8,5.754383397829456,5.679090286381072,5.716736842105264,5.716736842105264,5.730924614291255,5.7229533059205595,5.735618484824923
19,2011-06-30 09:49:00,5.732,5.732,5.73,5.732,9000.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:49:00,3,9.816666666666666,5.754772820632397,5.680227179367606,5.7175,5.7175,5.731142200025728,5.723949489814313,5.741214764303768
20,2011-06-30 09:50:00,5.73,5.73,5.726,5.726,5000.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:50:00,3,9.833333333333334,5.755412825809891,5.681987174190109,5.717904761904763,5.717904761904763,5.730104186031332,5.724171973327238,5.741461857975876
21,2011-06-30 09:51:00,5.726,5.726,5.724,5.724,8000.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:51:00,3,9.85,5.755412825809891,5.681987174190109,5.718181818181818,5.718181818181818,5.728874273673668,5.72415355820436,5.738578803342946
22,2011-06-30 09:52:00,5.724,5.724,5.724,5.724,3000.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:52:00,3,9.866666666666667,5.755561535962412,5.6820384640375865,5.718434782608695,5.718434782608695,5.727893630241843,5.7241373074567905,5.7348770053475935
23,2011-06-30 09:53:00,5.724,5.724,5.722,5.724,5500.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:53:00,3,9.883333333333333,5.7559319083633245,5.682268091636678,5.7186666666666675,5.7186666666666675,5.7271112093151135,5.724122928760347,5.726765027322402
24,2011-06-30 09:54:00,5.722,5.722,5.72,5.72,2500.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:54:00,3,9.9,5.756154663148477,5.682645336851523,5.718720000000001,5.718720000000001,5.725683573998356,5.723695234793385,5.7244166666666665
25,2011-06-30 09:55:00,5.72,5.72,5.716,5.716,5085.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:55:00,3,9.916666666666666,5.7562284330167595,5.682971566983241,5.718615384615385,5.718615384615385,5.72374098809304,5.722903692007197,5.722315687495675
26,2011-06-30 09:56:00,5.716,5.722,5.7139999999999995,5.718,9640.0,5.79,5.797999999999999,5.666,5.702000000000001,5.702000000000001,TSLA,2011-06-30T09:56:00,3,9.933333333333334,5.756332582022264,5.683867417977737,5.718592592592592,5.718592592592592,5.722590007574299,5.722403107398499,5.719967346938773
