-1.465952098369598389e-01 -6.835437566041946411e-02 -7.176491618156433105e-02 3.188012540340423584e-02 5.477079749107360840e-02 2.397954091429710388e-02 -6.338322907686233521e-02 9.683503769338130951e-03 -9.363151341676712036e-02 5.904556810855865479e-02 -6.766608357429504395e-02 1.772127859294414520e-02 -1.857845187187194824e-01 -9.970793873071670532e-02 1.106540486216545105e-02 -3.050132393836975098e-01 -9.794510900974273682e-02 -2.394539862871170044e-02 3.255619853734970093e-02 -2.508032368496060371e-03 -6.537412106990814209e-02 1.682872511446475983e-02 -3.744629025459289551e-02 2.773416340351104736e-01 3.194084465503692627e-01 -2.032361924648284912e-01 1.947458833456039429e-01 2.471980825066566467e-02 1.680109649896621704e-01 -1.943285763263702393e-02 3.745079413056373596e-02 5.121646076440811157e-02
5.182014405727386475e-02 -4.457435756921768188e-02 1.383564770221710205e-01 -1.132188141345977783e-01 8.741056174039840698e-02 1.026172377169132233e-02 1.246236190199851990e-01 1.055188328027725220e-01 -5.002618208527565002e-02 1.561502814292907715e-01 -9.457509964704513550e-02 -1.318525075912475586e-01 -1.669893413782119751e-01 5.680130422115325928e-02 -1.463911980390548706e-01 6.409694999456405640e-02 -5.519659444689750671e-02 -2.387114465236663818e-01 -3.688207268714904785e-02 -2.481858059763908386e-02 -2.391012944281101227e-02 1.078117713332176208e-01 4.150390252470970154e-02 1.122872009873390198e-01 -1.430659787729382515e-03 -4.791899770498275757e-02 -1.123103499412536621e-01 -2.835293486714363098e-02 -1.355174034833908081e-01 1.539054512977600098e-01 5.251465365290641785e-03 -7.300952821969985962e-02
9.578161686658859253e-02 -9.281010925769805908e-02 -8.245711773633956909e-02 -5.195414647459983826e-02 -1.704090088605880737e-02 -7.257497310638427734e-02 -5.022506415843963623e-02 -2.098432928323745728e-02 -4.050194844603538513e-02 4.423028230667114258e-02 -5.076735466718673706e-02 -3.434914723038673401e-02 1.903620176017284393e-02 -1.641286015510559082e-01 1.333799362182617188e-01 1.226179748773574829e-01 3.792826784774661064e-03 6.766533106565475464e-02 -1.497884392738342285e-01 9.880153834819793701e-02 4.166554659605026245e-02 1.457148194313049316e-01 7.646047323942184448e-02 2.188085205852985382e-02 4.740686342120170593e-02 -9.271538257598876953e-02 3.221623003482818604e-01 7.186871021986007690e-02 1.305384486913681030e-01 -1.659792102873325348e-02 9.620768250897526741e-04 -1.011030450463294983e-01
-2.166294753551483154e-01 -6.581243872642517090e-02 -4.758216440677642822e-02 -2.710912823677062988e-01 -1.231050956994295120e-02 -3.097671866416931152e-01 -2.657598815858364105e-05 -1.059036254882812500e-01 2.213360182940959930e-02 -1.435739547014236450e-01 -2.448553778231143951e-02 -4.547504242509603500e-03 -2.809523604810237885e-03 -1.476809531450271606e-01 -4.067160189151763916e-02 -5.939451605081558228e-02 -2.210785895586013794e-01 -3.840031474828720093e-02 -5.513406917452812195e-02 -6.395405624061822891e-03 -3.158308193087577820e-02 -1.411629766225814819e-01 -3.235698491334915161e-02 7.405288051813840866e-04 -1.685684174299240112e-01 -2.133756279945373535e-01 -3.637067973613739014e-01 4.805995151400566101e-03 -7.316485047340393066e-02 -1.982925981283187866e-01 -3.945694267749786377e-01 4.684249870479106903e-04
3.351012617349624634e-02 8.802277594804763794e-02 1.134323552250862122e-01 -2.873748727142810822e-02 -4.242382198572158813e-02 2.081456780433654785e-02 4.985973704606294632e-03 -1.367399990558624268e-01 -9.989032894372940063e-02 1.285559833049774170e-01 -8.620478957891464233e-02 -5.530484765768051147e-02 -2.193560004234313965e-01 1.398471593856811523e-01 -2.264498472213745117e-01 7.522310316562652588e-02 -9.874181449413299561e-02 6.057527661323547363e-02 8.635491132736206055e-02 8.661261200904846191e-02 4.762277752161026001e-02 1.264019161462783813e-01 -8.462186157703399658e-02 -9.460447728633880615e-02 8.437135070562362671e-02 -1.499969363212585449e-01 4.254653677344322205e-02 4.783798381686210632e-02 -1.220592707395553589e-01 2.332622930407524109e-02 -5.303375050425529480e-02 4.725566878914833069e-02
-1.002620607614517212e-01 -1.209079474210739136e-01 -2.805348634719848633e-01 1.745201461017131805e-02 -1.019517108798027039e-01 -1.777804791927337646e-01 -1.932449825108051300e-02 -5.206511914730072021e-02 -9.059662371873855591e-02 -6.417637318372726440e-02 -6.229636818170547485e-02 -1.497381459921598434e-02 4.873529821634292603e-02 6.929557770490646362e-02 2.555802464485168457e-02 8.773805573582649231e-03 -1.982823312282562256e-01 -1.038837581872940063e-01 7.519505172967910767e-02 3.074444457888603210e-02 -3.008581697940826416e-02 -1.523363888263702393e-01 -5.577814206480979919e-02 3.295354545116424561e-02 7.040006667375564575e-02 1.191606465727090836e-02 5.944255739450454712e-02 6.741368025541305542e-02 1.469483971595764160e-01 5.660614930093288422e-03 -1.125596836209297180e-02 -1.104235798120498657e-01
-5.470353737473487854e-02 2.042544446885585785e-02 6.108729168772697449e-03 8.389957249164581299e-02 9.672760032117366791e-03 -4.724074527621269226e-02 -1.149163097143173218e-01 6.611854583024978638e-02 4.949655756354331970e-02 -5.231738463044166565e-02 -1.104999408125877380e-01 1.494431644678115845e-01 -7.270654290914535522e-02 -3.933807462453842163e-02 -1.948541961610317230e-02 1.474935375154018402e-02 1.118969842791557312e-01 -6.269033998250961304e-02 -8.766476064920425415e-02 -4.433070123195648193e-02 7.596318423748016357e-02 7.328025251626968384e-02 -7.059183716773986816e-02 7.393939793109893799e-02 -1.133498325943946838e-01 -3.574647754430770874e-02 -6.273611634969711304e-02 1.033287718892097473e-01 -1.907033473253250122e-01 1.702663600444793701e-01 -1.087867468595504761e-01 -5.010833218693733215e-02
-5.827666074037551880e-02 -9.721415489912033081e-02 -1.062215417623519897e-01 -1.095315590500831604e-01 3.938842099159955978e-03 -1.228948831558227539e-01 -1.336903423070907593e-01 1.058659777045249939e-01 1.461038738489151001e-01 7.702431827783584595e-02 6.849966943264007568e-02 -1.749383402056992054e-03 1.279973685741424561e-01 1.704628467559814453e-01 5.684818327426910400e-02 4.250980447977781296e-03 -8.451138436794281006e-02 -1.268102042376995087e-02 -5.571457371115684509e-02 -2.362213134765625000e-01 9.546013921499252319e-02 6.807908881455659866e-03 -7.767111063003540039e-02 2.056107483804225922e-02 -5.275021493434906006e-02 2.855901606380939484e-02 1.089725717902183533e-01 -8.126413077116012573e-02 -6.098911166191101074e-02 1.967935450375080109e-02 -9.941182099282741547e-03 -7.461864501237869263e-02
-2.372136563062667847e-01 -6.479485332965850830e-02 -2.249998971819877625e-02 2.869787067174911499e-02 3.308301791548728943e-02 2.584804594516754150e-01 5.557366460561752319e-02 -1.505934149026870728e-01 7.143457978963851929e-02 -7.580635696649551392e-02 4.203927516937255859e-02 6.398686766624450684e-02 7.439850270748138428e-02 9.103630483150482178e-02 -1.272945851087570190e-01 9.467677772045135498e-02 9.406800568103790283e-02 -1.296358741819858551e-02 6.952053308486938477e-02 2.225813921540975571e-03 -1.105784624814987183e-02 1.154971942305564880e-01 -1.599945724010467529e-01 1.312267184257507324e-01 -9.842076897621154785e-02 3.634570911526679993e-02 -3.221585229039192200e-02 1.346375495195388794e-01 2.364117652177810669e-02 1.473293006420135498e-01 -4.929523542523384094e-02 9.943430125713348389e-02
3.060126677155494690e-02 3.483945876359939575e-02 -4.760640114545822144e-02 -1.164162904024124146e-02 -1.614970713853836060e-01 6.451863795518875122e-02 -1.150019615888595581e-01 -1.426927298307418823e-01 1.761389151215553284e-02 -4.507954791188240051e-02 -1.841378211975097656e-01 8.435190469026565552e-02 -5.864911898970603943e-02 -1.974629797041416168e-02 2.076658457517623901e-01 -4.845058917999267578e-02 -4.501863848417997360e-03 -3.738275263458490372e-03 -7.003663107752799988e-03 3.106633387506008148e-02 -5.886582285165786743e-02 1.392009258270263672e-01 6.941413134336471558e-02 9.546231478452682495e-02 1.216441299766302109e-02 2.432028576731681824e-02 -7.747852802276611328e-02 -8.187431842088699341e-02 -1.200111508369445801e-01 8.608253300189971924e-02 -4.383489117026329041e-02 -1.070160120725631714e-01
